Gene,YoungVeh8,YoungVeh1,YoungVeh3,YoungVeh5,YoungVeh6,YoungVeh7,YoungVeh9,YoungVeh10,YoungVeh11,YoungVeh13,YoungVeh14,YoungVeh15,YoungVeh16,YoungVeh17,YoungVeh18,YoungVeh19,YoungVeh20,YoungVeh12,YoungVeh2,YoungVeh4,AgingVeh9,AgingVeh1,AgingVeh2,AgingVeh3,AgingVeh4,AgingVeh5,AgingVeh6,AgingVeh7,AgingVeh8,AgingIMP1,AgingIMP2,AgingIMP3,AgingIMP11,AgingIMP12,AgingIMP8,AgingIMP4,AgingIMP13,AgingIMP10,AgingIMP6,AgingIMP9,AgingIMP7,AgingIMP5
Arhgap30,-2.292841607,-0.300282187,-0.181531691,-0.111233606,-0.017735181,-0.660755508,-0.578318017,-0.433447408,-0.142890761,0.217201149,0.792080339,0.291234436,-1.290023978,-0.696660797,-0.631794539,-0.523210631,-0.126029742,-0.162776767,-0.658730082,-1.114899547,-0.301650008,0.608476736,0.274807437,1.113097298,1.070155625,0.605938377,1.456617536,0.534706492,3.260496634,-1.028513789,0.176561096,0.393202826,0.612330307,0.830747574,-0.020904842,-0.183083641,-1.045635219,-0.455819165,1.448660503,-0.673986542,1.397577667,0.879173682
Tirap,-1.011774732,-0.298211578,-0.407573757,-1.011774732,-1.011774732,-0.693870959,-0.300834488,-0.277071329,-0.474755021,-0.270208554,-1.011774732,0.047968649,-0.076491296,0.124600153,0.279880135,0.444475328,1.434502304,-1.011774732,-0.314239347,-0.864424243,-0.653732336,-1.011774732,-0.285625324,0.810877618,0.394700802,1.725993003,0.957821336,1.723089911,3.043777387,-1.011774732,1.376507976,0.699851224,0.942698252,1.295086371,0.218449356,0.083261472,-0.448790913,-0.361390963,0.346681634,0.666533179,2.108154694,2.163802918
Hspa5,-1.431635811,-0.28736111,-0.575820371,-0.060813319,-0.541489692,-0.213346718,-0.33948993,-0.943581436,-0.680570189,-0.313535675,-0.532733588,-0.944265799,0.304013419,-0.620491502,-0.523429055,-0.900489966,-0.799719768,-1.162563728,0.113343156,-0.502898147,0.735528111,1.26328495,0.510100613,1.068011638,0.271468649,1.031416935,2.713577993,0.997320627,2.366169714,0.096946554,-0.38380013,0.020410328,-1.431635811,-0.278314386,-0.996169623,0.370415439,4.518155763,0.844552858,1.687557574,1.948243859,3.176728095,2.314486199
Cfp,-0.711509897,-0.286638249,-0.5146209,-0.470654538,-0.300426421,-0.15860981,-0.508011892,-0.532978361,-0.747285265,-0.565983247,-0.202857235,-0.086834222,-1.062325327,-0.157838893,-0.428358496,-0.0634658,-0.073399387,-0.914807141,-0.399955022,-1.537539462,-0.379405265,0.75639643,1.17529347,0.187050113,3.113900855,1.695212763,1.344822943,-0.19047438,2.021302636,-0.249883174,0.245262379,0.901770502,0.422790116,0.177068344,-0.108363686,-0.162167271,-0.768782608,2.023245989,1.193948056,2.629234956,3.513597244,1.866235888
Znrd1-as,-0.645815293,-0.278456807,-0.451377605,-0.455156278,-0.330239423,-0.645815293,-0.477922631,-0.38281377,-0.484570569,-0.417672396,-0.645815293,-0.492302701,-0.348992613,-0.645815293,-0.380374548,-0.645815293,-0.315726966,-0.561522418,-0.331620408,-0.546620585,-0.29540416,-0.185339818,-0.044503562,0.240714863,1.010562159,1.174861318,2.24380092,1.855602192,3.484152274,-0.158697015,-0.068778096,0.042386881,-0.411773789,-0.433999343,0.217988313,-0.219509682,0.01648043,0.338361588,1.165161541,0.482958346,2.995416789,2.151285299
Wdr64,-0.505011141,-0.254339583,0.573216166,0.367691593,0.124447872,-0.663086524,-0.09386656,-0.120695754,0.93362563,1.054652852,0.641254519,-0.280121919,0.597133834,-0.639060205,-0.320156485,-0.485123798,-0.689372468,2.227029736,-0.028454892,3.622227088,-0.097485778,-0.816390119,-0.623606954,-0.616080743,-0.779124658,-0.731069084,-0.627145418,-0.715750911,-1.055336294,-0.900433783,-0.833383557,-0.916293738,-0.987413932,-0.812212969,-0.163826843,-0.607114187,-0.336042868,0.129836322,0.085084293,-1.045494665,-1.082820324,-1.148519767
Vsnl1,-1.676955492,-0.251236011,0.167122315,0.641754188,0.136247412,-0.183883838,-0.130571443,-0.13023049,0.369234883,0.040722269,-0.271662816,0.339924626,1.838710741,-0.203035572,0.384222791,-0.296045606,-0.383974042,0.161641384,-0.178965712,4.054366294,0.414621295,-0.738060446,-0.454691373,-0.473770713,-0.491572649,-0.191062527,-0.599404784,-0.503711499,-1.389733186,-0.823174856,-0.609453548,-0.532984392,-0.925166424,-0.623549374,-0.011877862,-0.052694106,1.241716543,0.295007608,-0.084227562,-0.457353606,-1.551387743,-0.762945324
Cfb,-0.512662019,-0.250159316,-0.333682903,-0.142771846,-0.345614844,-0.548457842,-0.429138431,-0.262091257,-0.584253665,-0.691641135,-0.667777252,0.107798916,-0.381410667,-0.393342608,-0.357546785,-0.500730078,-0.548457842,-0.918348014,-0.906416073,-1.252442364,-0.0711802,-0.142771846,0.250982208,0.083935034,2.004977542,1.647019311,3.138511942,1.205537492,1.802134544,0.268128408,-0.286253437,-0.11248858,-0.831996557,-0.327323179,0.327370495,-0.079174601,-0.117571587,0.570209359,1.716558663,0.483798242,3.693693227,2.050533693
Ldlrap1,-2.332237827,-0.240623071,-0.531564276,-0.138613995,-0.266758467,-0.245531976,-0.365407385,-0.071591707,-0.214452983,-0.448192188,-0.234814654,-0.194309374,-0.463788679,-0.52327291,-0.680566019,-0.556748123,-0.394315656,-0.56745801,-0.340716658,-1.140038033,-0.177796026,0.519015717,0.265665672,0.353857457,2.446126404,1.143346154,2.582044342,1.343592801,1.47514947,0.273446572,0.32669865,1.121267233,-0.302971863,-0.512325135,0.041216464,0.31138465,-0.13211174,0.741613864,1.49393266,1.271260173,2.68029678,3.15713705
Abcb9,-1.824325001,-0.23274092,-0.030419515,1.566998441,1.925792697,1.552315061,0.029366734,0.358860026,0.089778041,0.082376038,2.501865886,1.770931837,-0.064962194,0.465152783,0.461314708,-0.021306828,-0.796497176,1.372440915,-0.028445648,2.742425488,-0.520015382,-0.595965412,0.301047644,-0.683254213,-0.220524874,-0.625672115,-0.645279198,-0.455447987,-0.781768836,-0.30238554,-0.991471408,-0.30510509,-0.904864687,-0.747958681,-0.436422099,-0.105963806,-0.08466797,-0.139475687,-0.87635985,-0.920575575,-0.847982217,-1.030808391
Vill,-0.440762125,-0.206141532,-0.491270474,-0.476095343,-0.408892292,-0.416451574,-0.535754539,-0.521880427,-0.516300956,-0.540773491,-0.359978076,-0.096315954,-0.636552688,-0.496639108,-0.443441299,-0.448059146,-0.376413088,-0.557910436,-0.303116329,-0.553349155,-0.469261134,0.139366538,-0.327303463,0.566836259,1.065095834,0.953205595,1.709910359,1.060627115,4.12762093,-0.490619965,-0.018846162,0.302245939,-0.612931215,-0.527984419,-0.248170115,-0.25161036,-0.403060845,0.652816672,1.296232472,-0.341853796,2.547448023,1.522059613
Gmnn,-0.262783382,-0.186381672,0.514796911,1.730954498,0.419099643,-0.327490039,0.053111011,0.258580558,1.0478687,0.514681752,-0.164207134,1.23990301,0.185902327,-0.20497348,0.478521773,-0.470095476,-0.537105316,1.586954356,-0.033706206,2.490250075,0.246258527,-1.131569737,-0.490030807,-0.548531664,-1.120642411,-1.039365629,-0.874470496,-0.933048126,-2.442481567,-1.343628947,-0.975644223,-0.580545913,-1.338715489,-0.830300558,0.745946952,-0.436341044,0.387917099,-1.052544956,1.317635449,-1.271884785,-2.127310117,-2.13900645
C1qc,-0.473133231,-0.173357443,-1.37567556,-0.24767509,-1.427018565,-0.39509117,-0.45841116,-0.329649302,-0.585981008,-0.532283658,-0.367202577,0.066120422,-0.274156517,-0.337478981,-0.103352797,-0.001025378,-0.175959093,-0.55982355,-0.172459726,-1.046858738,-0.117466497,-0.426637405,-0.102239924,-0.388347161,2.159446558,2.27755946,1.833424283,1.478665159,2.256068649,-0.459345973,-0.205840964,0.418324884,-0.662215269,0.117977822,0.299507163,-0.09825584,0.069105394,0.533979574,1.252974552,1.593538365,2.322494791,2.601059223
Ank2,-1.364119606,-0.157940715,-0.323601282,-0.29405736,-0.4841781,-0.412676563,-0.402461377,-0.325246585,-0.347069504,-0.252514648,-0.454257427,-0.115215292,-0.548030169,-0.353154741,-0.288544402,-0.212588625,0.012655761,-0.719747358,-0.282950371,-0.673473804,-0.060910751,0.259136479,-0.059670812,0.617073371,1.403137217,1.598613538,3.389413942,2.216498789,-1.364119606,-0.349897518,-0.014131682,0.727437444,-0.120809323,-0.218630941,0.243875696,-0.088785524,-0.277470797,0.629253383,2.613913419,0.709930465,2.769044045,2.740229779
Itih2,-1.099518062,-0.15465338,-0.437358105,-0.840142082,-0.596731197,-0.522709482,-0.208358752,-0.462050956,-1.198125269,-1.205918358,-0.424525401,-0.028745101,-1.10245468,0.22640594,-0.237327066,-0.330376802,0.338294237,-1.307803208,-0.202959164,-1.575464872,0.831816547,1.92615192,0.742082347,0.994271509,1.64469131,1.623964471,0.85275179,0.972635266,1.782156601,-0.185074214,1.088375901,1.052088146,0.595965085,1.214214711,0.484664111,0.802601936,0.042933636,0.849101543,0.458449271,-0.304345106,2.379843587,1.805820057
C1qa,-1.674630899,-0.12705319,-0.192046214,-0.306025301,-0.460316359,-0.333977943,-0.372860944,-0.464210509,-0.648154765,-0.911995942,-0.409817761,-0.14284288,-0.063823396,-0.409792692,-0.386014145,-0.120263497,-0.319153433,-0.550604644,-0.070232866,-0.981046068,-0.186100532,-0.339706354,-0.234455677,-0.321129755,2.12632244,1.936528603,2.018644187,1.344726484,2.600034052,-0.274103302,-0.159835913,0.365932792,-0.764958365,-0.705568403,0.446924421,-0.111489126,0.111668215,0.713849163,1.195115091,1.774069023,2.845006152,2.976705292
Elp1,-1.36698497,-0.111115044,0.952838489,0.912872212,-1.016274798,-0.312142537,0.294587337,-0.056286008,1.113685587,1.017125645,-1.002085404,-0.046628537,0.388954413,-0.529081231,-0.367333359,-0.444630044,-0.631287988,1.985877778,0.1466464,3.468572753,-0.122935847,-0.765628725,-0.278636724,-0.429590083,-0.47221438,-0.502825905,-0.289453387,-0.528195224,-1.007830418,-0.531554666,-0.674847022,-0.847162736,-0.897851168,-0.693350529,-0.042168971,-0.360075489,0.064077977,-0.139216217,0.549181307,-0.937582653,-0.813375616,-0.942679406
Flg2,-1.748881539,-0.10570461,-0.077748324,0.140647308,0.120322472,-1.748881539,-1.748881539,-0.727991482,-0.250291024,-0.236043082,-0.267635226,0.163233315,-0.678985758,0.067262059,-0.037124347,-0.307655368,-0.232766955,-0.136513053,-0.14641852,-0.592543536,0.017169432,-0.026075447,0.412051964,0.211450199,1.20612096,0.718736013,2.214679931,0.734448576,3.06401912,-0.392012432,-0.115597229,0.142869936,-0.365867652,-0.046824253,0.130561976,0.18734818,-0.177355439,0.258600735,0.929179007,-0.330446936,1.452241622,0.922100003
C1qb,-0.190858167,-0.090228901,-0.284303733,-0.495443655,-0.437176244,-0.33625963,-0.830521837,-0.361698379,-0.71575843,-0.847766097,-0.323967897,0.080807384,-0.54875854,-0.465572987,-0.346925312,-0.010126423,-0.122868252,-0.78988745,-0.054192082,-1.384812728,-0.677260561,-0.300084209,-0.097219908,-0.186510761,1.732030634,2.211394692,1.478048816,1.294085253,3.101835404,-0.564177295,0.110752425,0.603828053,-0.58498467,-0.341966023,0.151694443,0.059492924,-0.28111248,0.145731127,0.661730363,0.681716261,1.936554791,1.759244179
Sbno2,0.465063918,-0.089950329,-1.046720598,-0.1588498,-0.111192943,0.115024206,-0.148154348,-0.329142896,-1.094674036,-0.948904481,0.550831433,0.266317583,-1.345989352,0.025920156,-0.723910728,-0.568576436,-0.821263438,-0.883675199,-0.213587529,-1.594765192,-1.392330131,1.754542447,1.116819176,-0.066372141,1.881849836,1.246480677,1.204662758,1.086994251,1.823553135,0.82846831,0.176416471,1.304962741,0.296123972,-0.574804636,0.122068005,0.864076565,-0.577974346,-0.230455572,0.009404302,-0.216034322,2.477996159,2.514901956
Psd,-2.079501088,-0.088629128,0.343139729,0.293890291,-0.11380661,-0.536895297,-0.130086384,-0.075851377,0.492196843,0.634959586,0.111767226,-0.034597395,0.834253979,-1.627051747,0.17720015,-0.286300893,-0.645739764,1.392056462,0.200886954,3.446563973,0.73886841,-0.490131512,-0.339355482,-0.041391036,-0.151187682,0.040731778,0.043103311,-0.16108393,-1.948009369,-0.758121917,-0.808608831,-0.680296393,-1.165512123,-0.614503281,0.359615645,-0.520159047,0.112255798,1.598087436,1.186207364,-0.962426843,-0.223378584,-0.747173635
Egln1,-1.449223691,-0.056324384,-0.298866157,-0.170033627,-0.140968925,-0.243505618,-0.364219049,-0.357561387,-0.506500826,-0.482801426,-0.30938918,-0.069825525,-0.658314593,-0.255749554,-0.685922879,-0.295739049,-0.475166124,-0.643326903,-0.139551012,-0.936053082,-0.845052206,1.159166742,0.580032216,0.418202661,1.239972707,0.630471075,1.798298902,-0.244493302,3.802444193,-0.034911724,0.410066821,0.423777218,0.108024604,0.13139087,0.008235012,0.263236674,-0.407082872,0.042951277,0.665726381,0.012003279,1.889249557,1.311236638
Lyz2,-1.164972749,-0.05629432,0.046043812,-0.55907398,-0.617709156,-0.791247503,0.137821191,-0.843430836,-0.820303371,0.177346671,0.239247904,0.398328137,-0.850319157,-0.069171248,-0.798452729,-0.465303186,-0.889161491,-0.213041655,0.125220197,-0.201544397,0.195892792,-0.49415503,-0.266965882,-0.785145177,1.007038926,1.855661938,2.043330624,0.26647341,3.393886261,-1.164972749,-0.753667777,-0.628195491,-0.723569211,-0.652776209,0.527590755,-0.892219343,-0.50789906,1.922312584,2.366064907,1.139604393,3.229136836,0.662071038
Phtf2,-1.14544892,-0.054364188,-0.257908682,-1.14544892,-1.14544892,-0.548436608,-0.119795031,-0.131261925,-0.51678495,-0.272448275,-1.14544892,0.101125463,0.280342487,0.438640902,0.539159014,0.474209673,0.656895299,-1.068466474,-0.336089534,-0.849783183,-0.685367011,-1.14544892,-0.089094787,0.861676541,0.304194696,1.622512955,0.366183688,1.853491502,3.158613025,-1.14544892,0.358675816,0.287841443,-0.287546054,-0.237335149,0.796013863,0.348885264,-0.017101242,-0.04901416,0.220876925,1.616708175,2.549503408,1.922096696
Wdr53,-1.84487401,-0.053386077,-0.550857707,-0.566836611,-0.421347587,-0.151066024,-0.221849377,-0.414563303,-0.661139143,-0.673627724,-0.181791665,-0.041781122,-0.658797534,0.203754003,-0.225010795,-0.027441835,0.144555969,-0.786938034,-0.244475112,-1.086585434,-0.460379312,1.341108323,0.362399236,0.732098544,0.690749756,0.642248505,0.588666405,0.570291893,3.996875773,0.175571242,0.473382664,0.887052184,0.693592086,0.426123399,-0.089158204,0.133451735,-0.550342258,0.167672607,0.008315564,-0.233145063,1.768989494,1.382339294
Bicd1,-1.925770776,-0.040644132,-0.823043893,-0.504810086,-0.08873413,0.022005337,-0.238515475,-0.49762408,-0.631971136,-0.615680775,0.005896187,-0.050342115,-0.770454832,0.232617779,-0.181839764,0.086673136,0.120509848,-0.657484579,-0.623097982,-1.164085456,0.023173844,1.471047686,0.385817164,0.717173242,1.094026106,0.435750528,0.213902922,0.118222823,3.887282609,0.321874214,0.416260832,0.732463811,0.715848517,0.607633526,-0.216851231,0.299710074,-0.299640261,0.564261297,0.1491039,-0.269434044,1.572082921,1.33525718
Nek7,0.258400059,-0.011326128,0.871755744,1.81191513,1.328524054,-0.3600817,-0.026786385,0.334669252,1.000820579,1.102574585,2.642275458,0.431977309,-0.579862415,-0.744984424,-0.806971006,-0.645207277,-1.120264844,1.535657633,-0.061843221,-0.275394315,-1.170665496,-0.79504369,-0.173193067,-0.50545364,-0.474739544,-1.019355039,-0.186573255,-0.694858998,-1.665965362,-0.091260582,-0.883348701,-0.647295285,-1.42057016,-1.463732913,-0.395646644,-0.055814726,-0.739334364,-0.981225735,-0.256176172,-0.654665503,-1.310125382,-1.413154953
Ctnnd1,-1.536922418,0.008725939,0.073841457,-0.604305525,-0.830521269,0.121840132,0.096200987,0.363411912,0.09182877,-0.282121326,-1.145759764,-0.33555412,1.362990009,0.601924404,1.354754854,0.930572116,0.655127842,0.140533573,-0.14438113,3.275839608,1.433566735,-1.276070261,-0.521211724,-0.298100417,-0.99955325,-0.396649582,-0.848707237,-0.520995009,-0.770305307,-1.171451281,-0.254421587,-1.26260506,-1.362443677,-0.287788413,-0.163094436,-0.454718263,0.872926029,0.586212595,-0.223574067,-0.653718263,-0.791651697,-1.150137399
Pla2g4e,-1.397496855,0.015826984,-0.22777701,-0.319123142,0.595763316,0.609602599,-0.513422546,-0.181906485,-0.477708269,-1.397496855,-0.15871796,0.161190961,-0.563407081,0.044965027,-0.307181181,-0.10888109,-0.140045231,-1.397496855,-0.192663694,-0.933100503,-1.397496855,2.142620778,0.897119701,1.020411224,0.762281134,0.14321363,0.089659384,0.016994567,3.214272309,1.317389175,0.446733475,0.814573361,0.567003021,0.603721762,-0.298793476,0.563817926,0.237907976,-0.292208657,-1.397496855,0.123124349,0.980970986,0.944844621
Dcst1,-2.146769556,0.061260637,-0.235960562,-0.507518582,-0.407678867,-0.264134384,-0.22246482,-0.422133824,-0.506630265,-0.578246113,-0.267860727,-0.147748205,-0.856929435,-0.221445133,-0.414053478,-0.097007801,0.074835619,-0.784252194,-0.230928853,-1.131402635,-0.117731022,1.307698352,0.582281361,1.041182468,0.774916815,0.504501512,0.958919331,0.541389596,3.713910766,-0.062872248,0.548396038,0.946908287,0.869045028,0.65407654,0.253166253,0.32377284,-0.373758095,0.183602292,0.476663416,-0.258662686,1.60528447,1.395633371
Itga9,-3.22476519,0.065968806,1.335806103,0.55976234,1.295858303,0.5630064,0.460470316,0.623641454,0.506889252,0.836288757,0.628550006,0.496087041,0.204427338,0.587124545,0.282760354,0.634902249,0.096235379,0.743841531,-0.08986498,1.075347126,-1.307831281,-0.114135986,-0.028720388,-0.43660577,-0.958933446,-1.309088142,-1.202645598,-1.085723551,-1.238652969,-0.839022107,-0.230990095,-0.182040452,-0.143842067,-0.415442947,-0.411162826,0.132038935,-0.192061371,-0.746184235,-1.656394519,-2.017337839,-1.49654727,-1.781610151
Rgs6,-0.848326066,0.076110261,0.212023784,-0.848326066,0.196165806,-0.848326066,-0.848326066,-0.848326066,-0.848326066,-0.848326066,-0.082253781,-0.848326066,-0.076417464,-0.848326066,-0.848326066,-0.848326066,-0.848326066,-0.346180225,0.2060285,-0.303334389,-0.071814267,0.637143861,0.514288247,0.785919992,1.24505876,0.994939634,2.570620405,0.8086839,2.812929766,1.165696199,0.300894773,0.647819553,-0.032928952,-0.848326066,0.402957655,0.712725306,0.328795549,-0.848326066,-0.848326066,0.78188226,2.347000886,1.335989492
H2-Q10,-0.712729402,0.095105212,-0.668625253,-0.599473757,-0.69386901,-0.18569906,-0.117225184,-0.754471705,-0.901770332,-0.700109978,-0.114779864,0.430683675,-1.311518598,0.212495313,-0.225899535,-0.098625037,0.203705909,-1.014289434,0.027790162,-1.998899094,-0.104345515,1.480992902,0.757389259,0.681417383,2.016061375,2.4088839,1.191521983,1.446193737,-0.749910054,0.186858733,1.448324799,2.7977782,1.484410458,1.474530972,0.939924066,0.695563904,-0.026168922,0.516348447,0.742339246,0.0647253,2.235403652,3.372133836
Mis18bp1,-1.212159696,0.106990005,0.315611462,2.173660938,-1.212159696,-0.518617416,0.07365153,0.14118754,2.234761659,1.872955032,-1.212159696,-0.437025785,-0.494122669,0.401080373,0.288121507,-0.070643891,-0.098590223,1.908111341,-0.381370898,1.029391535,-0.187771505,-1.212159696,-0.740259018,0.118506793,-0.054571011,-0.481758325,-1.212159696,-0.548301045,-0.59019945,-1.212159696,-0.55355896,-0.274310406,-0.26958557,-0.280925944,0.213996805,-0.011610285,0.233463743,0.643914706,3.649589292,-1.051667138,-0.550993281,0.185866388
Plin4,-2.317545558,0.108512193,0.329465967,1.669732082,2.454390444,0.444027538,0.214750256,0.116055938,0.521133324,0.510524932,1.680177269,0.144372186,-0.385956766,-0.326023883,-0.3697359,-0.363452467,-0.920121061,1.468208894,0.055035014,0.595346736,-0.147440209,0.063594264,0.106290777,-0.442389788,-0.50193279,-0.965646478,-1.163787675,-1.080869941,-1.496715298,-0.459390416,-0.934818671,-0.753360758,-0.955990121,-0.746152492,-0.626894213,-0.411099563,0.129710844,0.076541943,-0.65608996,-1.398069942,-1.994589824,-1.779223136
Colec11,0.366790409,0.117173925,-0.864196877,-0.361601482,0.573346969,0.285395834,-0.670144227,0.107276547,-0.242274407,-1.452342404,-0.898647794,-0.092108324,-0.264645906,-0.100881169,-0.280683531,-0.036738118,0.376099455,-1.474970833,-1.000701004,-2.167381399,-0.489314146,1.395775119,1.693701828,1.380992354,2.40338626,1.226089828,0.74978318,0.082834716,-0.362014804,0.273502597,1.064112428,1.43040477,1.212461385,-0.297558969,-0.356541085,0.487085625,-0.041362852,-0.641632481,0.034800039,0.073127243,2.318897358,2.640431808
Nphs2,-2.385154817,0.125829317,0.312316725,1.838560996,1.243910423,0.77697622,0.82048969,0.708634383,0.422825776,0.618767925,0.730623232,0.568716602,0.950774778,0.691682389,0.264586533,-0.042042621,-1.243251168,0.706653685,0.408218124,-0.209164059,-1.170205173,-0.586502602,0.488668528,-0.719573047,-0.777082938,-0.687231954,-0.882640243,-0.590231886,-2.385154817,0.474896483,-0.822592582,-0.554246617,-1.039943297,-2.171080765,-0.159236529,-0.098012828,0.005648886,-0.157882536,-0.94018882,-0.192405492,-0.930347224,-1.276482028
Kif5a,-2.077751524,0.127041171,0.425767712,0.255809985,0.013139868,0.000480711,0.163828928,0.168478913,0.352728735,0.356919942,0.074934902,0.157390487,0.689176141,-0.001859833,0.26515661,-0.101033592,-0.533575503,1.113382292,-0.006229886,4.045936512,-0.20471737,-0.71965266,-0.395693341,-0.280376824,-1.164861503,-0.424596341,-0.564749064,-0.379332859,-1.355742607,-0.790701009,-0.683199266,-0.549352793,-0.869486372,-0.64033076,-0.027248129,-0.303121316,0.064966205,0.214823245,-0.790351093,-1.334148948,-1.269556147,-1.508930063
Zfyve28,-2.850211434,0.153392472,-0.228598505,-0.477475664,-0.805924593,-0.156680178,-0.130722583,0.018395346,-0.751108306,-0.715565875,-0.696123725,-0.161320329,-0.634832064,0.103833421,0.314050672,-0.07618679,-0.031660578,-1.544381711,-0.132974539,-0.517986823,0.635503312,0.352646467,0.538989784,0.810354443,1.058454236,1.304446328,0.943893007,0.801458817,2.876335391,0.045082223,0.434197714,0.297918336,-0.154412194,0.826534864,0.302245937,0.171504286,-0.070769274,0.552950306,1.326885743,-2.850211434,2.101574504,0.831631817
Fbxw11,-1.024016651,0.164683113,-0.754787387,-0.753542304,-0.840802393,-0.454319399,1.65278455,-0.625733947,-0.931098385,0.925777043,0.026371504,-0.648058929,-0.307787625,1.566058668,0.392451922,0.445757174,-0.303556967,1.58767854,2.573322413,-0.213067004,1.573382373,-0.855228048,-0.959152318,-1.012639482,-0.742331845,0.682553485,-0.905472231,-0.578189102,0.318963231,-0.94290229,-0.700539018,-0.742555698,-0.853812586,-0.345459885,2.386088242,-0.519186354,-0.558471192,3.696213679,-0.297260782,-0.862460534,-0.361323544,-0.261811322
Acss3,-2.119507668,0.164919494,0.711159091,0.172968752,0.004008327,0.112767865,0.124911638,0.318537818,0.954051007,0.658908799,0.072422911,-0.185334234,0.885159552,-0.044558545,0.289325342,0.231278598,-0.026305886,0.877406283,0.073927522,3.442644848,0.532003488,-0.753049483,-0.358635831,-0.325665938,-1.135927782,-1.186155482,-1.312041276,-1.054095028,-1.125124181,-0.790483877,-0.618210019,-0.849640581,-0.794208406,-0.540036019,-0.411880975,-0.300753525,0.463218918,0.118243662,-0.686928814,-1.458022261,-1.368152581,-1.566961036
Med13l,-2.981785803,0.180533462,-0.193924858,-0.581660894,-0.568009158,0.049626398,-0.146306746,-0.538525681,-0.657560275,-0.749526495,-0.550505013,0.087728368,-0.748826543,-0.053159691,-0.03309618,0.021970277,0.214339543,-0.863164513,-0.28108759,-0.870019768,0.324723585,0.546966377,0.572260827,1.135866496,0.718492032,1.254308002,0.782096836,0.932655988,2.995591017,0.405271503,0.232944375,0.190973968,-0.14220321,-0.105250016,0.331242222,0.113845663,0.14636939,0.389322213,0.807337855,-2.981785803,2.044938578,1.245753626
Pabir2,-3.235344817,0.181072735,1.04585822,0.768337481,0.899609345,0.327055561,0.243062226,0.368105406,0.849764222,1.118098435,0.785834136,0.201214233,0.01502666,0.384193564,0.535810376,0.402472718,-0.132317713,1.185909711,0.040676944,1.430878534,-0.408586455,-0.34825586,-0.24670327,-0.289912809,-1.094743298,-1.094649399,-1.293482139,-1.220631576,-1.41835317,-0.990530215,-0.456287533,-0.404627016,-0.34830281,-0.277455441,-0.561627414,-0.073301714,-0.284106674,-0.540453018,-0.923532737,-1.911009213,-1.653963316,-1.919493056
Hba,-0.336704388,0.195044471,-0.487276131,-0.42487703,-0.636491372,-0.639204376,1.364349359,-0.549675232,-0.807926797,1.635649797,0.383598275,-0.631065363,0.216748506,0.260156576,-0.233610221,-0.31364385,-0.662264913,3.263452426,2.246075783,0.631838176,0.475840424,-0.752790951,-0.819872698,-0.80425149,-0.720594508,-0.016569871,-0.733871137,-0.582231284,-0.519832183,-0.769779242,-0.704222883,-0.723562534,-0.820504963,-0.739701112,1.643612465,-0.533471813,-0.417927669,2.783426996,-0.001891161,-0.725427318,-0.600586115,-0.564648303
Ddias,-2.08644123,0.232674649,-0.290822424,-0.682296657,-0.433092881,-0.298250994,-0.098616736,-0.352513844,-0.593283336,-0.437207166,-0.374852889,-0.210205292,-0.717100462,-0.101230068,-0.413946217,-0.069291025,0.072926099,-0.876117583,-0.092331022,-1.143927071,-0.414357645,1.413878299,0.585619363,1.008026925,0.654106973,0.677436493,0.863607897,0.472491759,3.705116086,0.078640384,0.159524182,0.820247903,0.426678432,0.009550869,-0.055927217,-0.136483397,-0.322997658,0.346556538,0.443120334,-0.120590066,1.688552548,1.584971609
Cd2ap,-1.349052855,0.240092061,0.723172963,-1.349052855,-0.990586258,-0.501237302,0.742379761,0.878459655,0.53158107,0.456100529,-1.349052855,0.027579448,2.972422345,0.931414376,0.990748691,0.798014184,0.550787868,-0.856659648,0.41500723,-0.332618753,-1.192601785,-1.349052855,-0.453786172,-0.229563126,-0.690840503,0.319177277,-0.240382593,1.175158439,-0.867608339,-1.14944634,-0.198236457,-0.603569273,-1.349052855,-1.023056901,1.191739946,-0.110485057,0.199801313,-0.257729923,-0.144247943,2.221833727,-0.107729181,-0.298801457
Kirrel1,-0.296440129,0.261982131,-0.296440129,-0.825471744,-0.560955937,-0.178877548,-0.487479323,-0.531565291,-0.854862389,-0.737299808,-0.590346582,-0.13479158,-0.781385776,0.041552292,0.129724227,-0.017228999,-0.208268193,-1.075292229,-0.031924322,-1.457370618,0.791013746,-0.722604486,0.688146488,1.716819072,0.511802616,0.835099714,0.42363068,0.570583907,3.81825021,0.917393521,0.19248795,-0.008382415,-0.412018842,0.377487367,0.150562195,0.283922248,0.152002337,0.480839571,0.2350603,0.572303259,1.875866549,0.351961592
Rgs13,-1.843410745,0.28391572,0.970373318,0.703077969,0.155726171,0.45858667,0.052196436,0.335997159,0.52257774,0.172209712,-0.970952218,-0.931631878,3.055290143,0.262028634,0.578075966,-0.074235596,-0.698077572,0.658616074,-0.029697287,2.137822817,-0.312209892,-0.568468911,-0.221463088,-0.4985394,-0.834552556,-0.592484666,-0.796274718,-0.267114855,-1.707381144,1.322346035,-0.772504579,-1.031706619,-1.383269977,-1.342522883,0.205602527,-0.77713962,0.428064829,0.228701316,-0.563600262,1.051743061,-1.001607237,-1.261827764
